"age","job","civil","edu","credit","hloan","ploan","ctype","month","day","ccontact","lcdays","pcontact","presult","employment","cprice","cconf","euri3","employees","outcome"
31,"technician","married","apprenticeship","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
27,"admin.","single","12K","unknown","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
38,"technician","married","apprenticeship","no","yes","yes","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
37,"admin.","single","university","no","no","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
50,"artisan","married","9K","unknown","unknown","unknown","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
60,"technician","divorced","apprenticeship","unknown","yes","no","telephone","may","wed",6,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
50,"technician","divorced","apprenticeship","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
34,"admin.","single","12K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
45,"admin.","married","6K","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"services","single","apprenticeship","unknown","yes","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
36,"artisan","married","6K","unknown","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"management","married","12K","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
31,"artisan","divorced","12K","no","yes","no","cellular","may","wed",1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes"
27,"student","single","university","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
35,"artisan","married","6K","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"technician","married","university","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
53,"management","married","university","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
27,"artisan","married","4K","no","yes","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
57,"housemaid","married","university","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"artisan","married","9K","no","unknown","unknown","cellular","may","wed",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
59,"technician","married","6K","unknown","no","no","telephone","may","thu",16,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
49,"housemaid","married","apprenticeship","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
32,"management","married","12K","no","no","yes","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
34,"unemployed","married","9K","no","yes","no","cellular","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
25,"selfemployed","single","university","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"artisan","married","9K","unknown","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"artisan","married","6K","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
29,"admin.","single","university","no","no","no","telephone","jun","thu",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
53,"artisan","married","unknown","unknown","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
29,"technician","single","apprenticeship","unknown","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
39,"housemaid","married","4K","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
40,"admin.","divorced","12K","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
27,"services","single","university","no","yes","no","cellular","mar","mon",1,6,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
55,"unemployed","married","9K","no","yes","no","cellular","oct","tue",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"no"
32,"services","married","12K","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
54,"admin.","married","apprenticeship","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"unemployed","married","university","unknown","yes","no","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
43,"technician","divorced","apprenticeship","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
41,"artisan","divorced","4K","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
26,"admin.","married","12K","no","no","yes","cellular","nov","wed",1,999,1,"failure",-3.4,92.649,-30.1,0.719,5017.5,"no"
52,"technician","married","apprenticeship","no","yes","yes","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
44,"admin.","married","university","no","no","no","cellular","aug","wed",2,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"no"
38,"artisan","married","9K","unknown","no","no","cellular","nov","wed",3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
42,"services","married","university","no","unknown","unknown","cellular","jun","tue",1,999,1,"failure",-2.9,92.963,-40.8,1.099,5076.2,"no"
44,"admin.","married","university","no","no","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
27,"admin.","single","6K","no","yes","no","telephone","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
28,"management","married","university","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
47,"housemaid","married","university","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"yes"
34,"services","married","12K","no","yes","no","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
55,"artisan","divorced","4K","unknown","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
34,"artisan","married","9K","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
25,"admin.","single","university","no","no","no","telephone","aug","tue",3,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"no"
31,"technician","single","apprenticeship","no","yes","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"admin.","married","12K","unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
50,"management","married","university","no","no","no","cellular","sep","thu",4,999,3,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
22,"artisan","single","9K","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
48,"unknown","married","4K","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
35,"artisan","married","4K","unknown","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"technician","married","apprenticeship","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
50,"artisan","married","4K","no","yes","yes","telephone","nov","tue",3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
25,"student","single","12K","no","yes","no","cellular","jul","tue",1,999,1,"failure",-2.9,92.469,-33.6,1.044,5076.2,"no"
51,"entrepreneur","divorced","university","no","yes","no","telephone","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
32,"student","single","12K","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
59,"management","married","university","no","yes","no","cellular","dec","thu",3,6,1,"success",-3,92.713,-33,0.7,5023.5,"no"
37,"artisan","married","9K","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
40,"artisan","married","4K","no","no","no","cellular","nov","tue",1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
26,"technician","single","apprenticeship","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
32,"admin.","married","12K","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
33,"management","single","university","no","yes","yes","cellular","apr","wed",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"yes"
35,"selfemployed","married","4K","unknown","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"student","single","university","no","yes","no","telephone","jun","wed",12,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
35,"admin.","married","12K","unknown","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"technician","single","university","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"yes"
38,"artisan","married","9K","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
30,"student","single","12K","no","no","no","cellular","aug","tue",3,999,1,"failure",-1.7,94.027,-38.3,0.899,4991.6,"yes"
32,"services","married","12K","no","yes","no","telephone","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
44,"artisan","married","9K","no","no","no","cellular","may","thu",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
35,"admin.","single","university","no","yes","no","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"artisan","married","9K","unknown","no","no","telephone","jun","thu",4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
52,"retired","married","university","unknown","no","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
41,"artisan","married","9K","no","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
65,"housemaid","married","4K","no","no","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
43,"services","divorced","12K","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"artisan","married","apprenticeship","no","no","yes","cellular","nov","mon",1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
30,"admin.","married","university","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
66,"retired","divorced","12K","no","no","no","cellular","jul","wed",1,999,1,"failure",-1.7,94.215,-40.3,0.896,4991.6,"no"
44,"services","single","12K","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"no"
35,"admin.","married","12K","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"management","married","university","unknown","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
26,"artisan","single","6K","no","no","no","telephone","jun","wed",2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"unemployed","married","university","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
45,"services","married","6K","no","unknown","unknown","telephone","jun","wed",10,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
35,"technician","single","apprenticeship","no","yes","no","cellular","nov","thu",2,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"yes"
42,"housemaid","married","university","no","no","no","cellular","nov","mon",4,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
36,"admin.","single","university","no","no","no","cellular","oct","wed",1,999,1,"failure",-3.4,92.431,-26.9,0.742,5017.5,"no"
46,"admin.","single","university","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
35,"selfemployed","married","university","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
24,"admin.","single","12K","no","yes","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
50,"technician","married","university","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
36,"admin.","single","university","no","no","no","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
39,"technician","single","apprenticeship","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
57,"artisan","married","4K","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
42,"artisan","married","4K","no","no","no","telephone","jun","tue",4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
31,"artisan","single","university","no","no","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
41,"admin.","single","unknown","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
25,"artisan","married","4K","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
58,"artisan","married","4K","no","yes","no","telephone","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"selfemployed","married","university","no","no","no","telephone","may","tue",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"technician","single","unknown","no","no","no","telephone","may","tue",4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
41,"management","married","university","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"artisan","divorced","6K","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
44,"artisan","married","9K","unknown","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
52,"services","married","university","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
26,"artisan","married","9K","no","no","no","cellular","may","wed",2,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
43,"admin.","married","12K","unknown","no","no","cellular","may","wed",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
43,"technician","married","university","no","yes","no","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
26,"housemaid","married","4K","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
34,"artisan","married","6K","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
24,"services","single","12K","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
33,"selfemployed","single","university","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"selfemployed","single","unknown","no","no","no","cellular","jul","tue",8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
31,"artisan","married","4K","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","divorced","university","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"selfemployed","single","unknown","no","no","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.749,-34.6,0.643,5008.7,"no"
26,"admin.","single","university","no","no","no","telephone","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
56,"retired","married","4K","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"artisan","married","6K","no","no","no","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
37,"admin.","married","12K","no","yes","no","telephone","nov","fri",1,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
22,"artisan","single","9K","no","yes","yes","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
50,"artisan","married","9K","no","no","no","telephone","jun","tue",6,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
34,"artisan","married","9K","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
35,"technician","single","university","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
48,"services","divorced","9K","no","unknown","unknown","cellular","may","thu",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
25,"admin.","married","12K","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"artisan","single","4K","no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
52,"technician","married","apprenticeship","no","yes","yes","cellular","sep","mon",1,999,1,"failure",-3.4,92.379,-29.8,0.797,5017.5,"yes"
48,"technician","married","university","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
44,"artisan","single","9K","unknown","yes","no","cellular","apr","fri",3,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"technician","single","apprenticeship","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"management","married","12K","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
52,"unemployed","married","university","no","no","no","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
44,"artisan","single","apprenticeship","no","no","no","cellular","oct","tue",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
29,"admin.","single","university","no","yes","yes","cellular","aug","thu",3,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"yes"
41,"admin.","married","university","no","no","no","cellular","aug","wed",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"technician","married","12K","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
32,"admin.","single","university","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
31,"admin.","single","university","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"admin.","single","9K","unknown","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
58,"artisan","married","4K","unknown","yes","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
56,"technician","married","4K","unknown","unknown","unknown","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
23,"artisan","single","apprenticeship","no","yes","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
50,"technician","married","apprenticeship","no","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
29,"admin.","married","university","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
31,"admin.","single","university","no","yes","yes","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
48,"housemaid","married","4K","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
27,"artisan","single","unknown","no","unknown","unknown","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
24,"technician","divorced","apprenticeship","no","no","no","cellular","apr","fri",1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"technician","married","12K","no","no","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
42,"technician","married","university","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
37,"admin.","married","12K","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
33,"admin.","married","university","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"management","married","university","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
54,"retired","married","9K","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
54,"technician","married","apprenticeship","no","yes","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
39,"technician","single","apprenticeship","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
48,"admin.","married","9K","unknown","no","no","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"artisan","divorced","4K","no","no","no","cellular","apr","fri",5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
28,"artisan","single","9K","unknown","no","no","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
30,"admin.","single","12K","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
59,"retired","married","apprenticeship","no","yes","no","telephone","jun","tue",8,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
29,"admin.","single","12K","unknown","yes","no","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
25,"admin.","married","12K","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
47,"admin.","divorced","12K","no","yes","no","cellular","sep","tue",1,999,1,"failure",-3.4,92.379,-29.8,0.755,5017.5,"no"
32,"admin.","married","university","no","no","yes","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"artisan","married","6K","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
24,"technician","single","university","no","no","no","cellular","oct","wed",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
58,"entrepreneur","married","12K","no","no","no","cellular","sep","mon",1,999,2,"failure",-1.1,94.199,-37.5,0.882,4963.6,"no"
44,"management","married","university","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"admin.","married","university","no","yes","yes","cellular","sep","tue",2,999,0,"nonexistent",-3.4,92.379,-29.8,0.819,5017.5,"no"
33,"selfemployed","divorced","9K","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"artisan","single","12K","no","no","no","cellular","jul","mon",6,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
38,"admin.","single","university","unknown","yes","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
35,"management","married","university","no","yes","no","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
29,"artisan","married","9K","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
58,"management","married","university","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
43,"artisan","married","4K","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
55,"selfemployed","married","4K","unknown","unknown","unknown","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
53,"management","married","university","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
38,"entrepreneur","married","9K","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
36,"technician","single","apprenticeship","no","no","no","cellular","jul","thu",4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
56,"retired","married","apprenticeship","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"admin.","married","university","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
48,"artisan","married","9K","no","yes","no","telephone","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
31,"technician","married","university","no","no","no","telephone","nov","mon",4,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no"
50,"selfemployed","married","4K","unknown","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
38,"services","married","12K","unknown","yes","no","telephone","jun","mon",7,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
34,"admin.","single","university","unknown","no","no","telephone","jun","thu",16,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
41,"artisan","married","4K","no","yes","no","cellular","may","tue",1,999,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
51,"management","married","university","no","yes","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
26,"admin.","single","12K","no","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
34,"admin.","single","university","no","no","no","cellular","sep","fri",3,3,2,"success",-3.4,92.379,-29.8,0.773,5017.5,"yes"
41,"technician","married","university","unknown","yes","yes","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,"no"
41,"technician","married","apprenticeship","no","unknown","unknown","cellular","jun","tue",1,4,3,"success",-2.9,92.963,-40.8,1.262,5076.2,"yes"
26,"artisan","married","9K","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
32,"artisan","married","6K","unknown","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
49,"artisan","married","6K","unknown","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
